temperature,humidity,air_quality,equipment_status,orientation,material,roof_type,insulation,green_perception,environmental_awareness,perceived_risk,solar_radiation,wind_speed,temperature_profile,metro_logistics,policy_compliance,timestamp,energy_efficiency,energy_consumption,heating_load,cooling_load
24.681428306022465,27.26516471106116,55.136001065697165,1,2,concrete,0,0.98,3.171697932766388,3.2269906519898193,3.102088163995744,429.8009687015385,11.420582194885954,21.72746395148068,0.8530708139365439,0.9183832022626617,2020-01-01 22:00:00,0.7041884816753927,368.79999999999995,15.55,21.33
23.41147139765763,39.46224278998464,44.672991603380886,1,3,concrete,0,0.98,3.959789153199755,3.833780835011506,2.166725926701174,488.52256723198263,4.982724542341227,21.03390105631199,0.9904055702395177,1.0,2020-01-02 07:00:00,0.7041884816753927,368.79999999999995,15.55,21.33
24.983377076201386,33.938759677277375,38.30083164289712,1,4,concrete,0,0.98,3.1457197213247463,2.5743173132851074,2.836383985077596,398.0257918737283,9.755052967189993,23.712581331016853,0.7242403885581319,1.0,2020-01-03 16:00:00,0.7041884816753927,368.79999999999995,15.55,21.33
26.734059712816048,27.58766612052866,21.277377867183507,2,5,concrete,0,0.98,3.3005918365593625,3.733915495075889,2.188908405954413,420.37644469695636,5.931217982070791,22.6372075002456,0.7843878368850159,0.8584883517921233,2020-01-04 12:00:00,0.7041884816753927,368.79999999999995,15.55,21.33
24.443693250553327,35.1620386952776,49.724850949493636,1,2,concrete,0,0.9,1.954538254350837,1.5862342650140198,3.8025442949189783,509.82852552897236,3.39254070784704,21.52132771190422,0.8696005484279414,0.8025611771890107,2020-01-05 06:00:00,0.5585435506901475,491.20000000000005,20.84,28.28
24.21572608610164,36.86277224813365,67.72251596669744,1,3,concrete,0,0.9,2.54816527382452,2.3707818710136084,3.5081748275882365,476.6752310385901,2.1071529769535893,26.326009836463566,0.8166025128489951,0.9044036600172856,2020-01-06 08:00:00,0.58567348881485,468.40000000000003,21.46,25.38
27.745425631014783,35.10904981108598,66.6125921454787,1,4,concrete,0,0.9,3.0112630226043,3.118766375927101,2.7525847563996013,512.0239897600412,7.442573370152508,23.82331628432189,0.9373711182836197,0.9938405333763245,2020-01-07 11:00:00,0.5972156116135173,458.70000000000005,20.71,25.16
26.462869458305818,24.148876400547717,45.429037434137285,1,5,concrete,0,0.9,1.7583131330793789,1.399345754494373,4.302694704920252,430.47484470010943,11.757788185489327,21.669253054821304,0.9046970825878063,1.0,2020-01-08 13:00:00,0.5566396953831508,492.8,19.68,29.6
23.741051228130097,29.164314120875655,43.97787939638219,2,2,concrete,0,0.86,2.760422546557855,2.3123696130819122,3.4441004760866876,476.20285141107803,5.691361938092045,21.850976289528415,0.6233188815449427,0.9998593852697483,2020-01-09 13:00:00,0.5861494526415992,468.0,19.5,27.3
25.27712008717193,31.562406822242473,54.68774256075024,1,3,concrete,0,0.86,2.9543955363224033,2.317211261512204,3.3343553294176274,442.61543050921665,5.571923339930448,27.472986594701467,0.9993684935695096,0.9113623646423777,2020-01-10 14:00:00,0.6442170395049976,419.20000000000005,19.95,21.97
